age,gender,height_cm,weight_kg,activity_level,goal,calories_required
57,0,179,65.4,1,1,1487
28,0,185,68.5,1,2,2201
29,0,162,65.6,2,1,1723
33,1,153,77.2,1,2,2263
27,0,153,75.3,3,2,2474
45,1,185,72.8,1,2,2359
34,0,154,80.7,1,1,1599
31,0,175,76.0,3,1,2098
57,0,159,60.8,3,2,2216
42,1,178,94.3,3,1,2445
45,1,176,95.9,1,1,2034
44,0,166,58.9,3,2,2306
40,0,181,84.2,1,2,2273
49,0,190,96.1,3,2,2803
58,0,151,75.8,2,1,1611
42,1,177,69.1,2,1,1987
30,0,174,68.5,2,1,1822
19,1,187,89.2,3,1,2565
36,1,173,68.2,2,2,2483
25,1,153,57.8,2,2,2309
22,0,190,94.8,3,1,2425
58,1,166,84.9,2,2,2496
42,1,153,78.7,1,1,1733
30,1,166,62.3,1,2,2210
43,1,176,95.7,3,1,2442
45,0,157,65.0,3,2,2306
24,1,186,98.2,3,2,3124
44,0,185,92.4,3,1,2260
51,0,186,97.8,3,2,2785
27,1,151,60.5,1,2,2113
47,1,169,65.0,1,1,1671
58,1,161,73.8,2,2,2354
21,1,156,85.6,1,1,1926
29,0,178,96.7,2,2,2634
19,0,176,82.3,3,1,2228
47,1,160,78.8,1,2,2253
48,0,153,69.4,2,2,2110
19,0,188,86.5,1,2,2445
40,0,190,99.9,2,1,2186
51,1,181,88.9,1,1,1965
48,0,179,67.6,2,1,1754
48,1,189,75.3,2,2,2594
28,1,152,54.2,2,2,2252
40,0,181,73.0,3,2,2561
55,1,185,101.4,2,1,2295
40,0,181,91.9,3,2,2750
22,1,158,64.9,2,1,1926
26,1,174,75.8,3,2,2815
40,1,172,76.3,2,2,2538
58,0,172,70.1,1,2,1986
59,1,165,87.4,3,1,2210
44,0,182,84.0,2,1,1957
57,0,177,87.4,3,2,2595
41,1,150,82.2,3,2,2654
50,0,169,72.5,1,1,1531
30,0,185,69.2,2,1,1898
59,0,162,72.8,3,1,1845
59,1,187,75.5,1,1,1828
30,1,156,85.4,3,1,2279
42,1,154,70.2,3,2,2554
45,0,168,70.6,2,1,1731
24,1,154,83.0,2,1,2072
33,1,172,66.0,2,2,2470
59,1,189,100.9,2,1,2295
24,0,177,73.0,2,2,2416
57,1,165,61.8,1,1,1564
51,1,165,86.4,2,1,2040
47,0,156,61.9,3,2,2259
56,1,179,64.1,3,2,2579
46,1,183,88.1,1,1,1994
19,1,189,78.2,2,2,2768
38,1,153,59.7,3,1,1963
38,1,152,58.9,1,1,1549
27,0,167,91.7,2,2,2525
19,0,163,75.3,2,2,2376
22,1,184,89.3,1,1,2133
18,0,167,84.4,3,2,2697
34,1,187,83.3,1,1,2031
46,1,165,65.5,3,2,2556
53,0,188,101.7,3,2,2827
58,1,152,62.2,1,2,1982
35,1,156,80.0,3,1,2200
27,0,150,60.8,1,2,1910
26,1,182,88.1,3,2,2988
29,0,164,86.6,1,1,1746
45,0,177,86.5,1,1,1746
37,1,190,74.5,2,1,2147
39,1,178,72.6,2,2,2543
46,0,156,79.4,3,2,2439
40,0,185,96.1,1,2,2417
30,0,152,81.3,3,2,2513
49,0,178,69.3,2,1,1760
22,1,163,67.7,1,1,1785
18,0,159,75.4,1,1,1657
28,1,168,67.5,1,1,1785
41,1,158,84.7,1,2,2329
39,0,162,85.7,3,1,2074
55,0,187,67.7,1,1,1570
32,1,176,79.0,1,1,1930
49,1,186,94.6,2,1,2263
51,1,160,68.1,3,1,2026
42,0,154,68.1,1,1,1433
22,1,178,80.7,3,2,2909
19,1,173,60.6,1,2,2292
26,1,187,77.7,1,1,2015
37,1,190,74.3,2,1,2145
30,1,184,99.6,2,2,2896
18,1,164,66.0,2,2,2495
29,1,157,64.1,2,2,2377
51,1,171,83.0,2,2,2543
35,0,180,65.1,3,1,2001
28,1,157,70.9,3,2,2650
33,0,168,86.1,3,1,2146
55,0,184,101.0,2,1,2085
26,1,164,67.4,3,2,2669
60,0,175,93.9,1,1,1732
40,0,160,78.8,3,1,1988
20,1,181,84.3,1,2,2574
60,1,170,86.9,3,2,2731
59,0,181,83.8,1,2,2174
29,1,170,61.3,1,2,2230
34,1,152,83.6,3,1,2216
59,0,159,65.0,1,1,1348
38,1,160,66.7,3,2,2577
55,0,161,68.8,1,1,1419
53,1,160,70.6,1,2,2141
58,1,160,67.3,3,2,2483
18,0,170,65.2,2,1,1824
60,1,184,69.2,2,1,1942
40,0,167,62.4,3,2,2367
37,0,156,62.2,2,2,2112
47,0,188,71.7,3,1,2057
47,0,189,70.8,3,2,2554
30,0,190,96.9,3,2,2906
39,1,181,81.4,2,1,2150
44,0,177,68.2,3,1,1968
32,1,183,97.4,2,2,2857
47,0,184,84.7,2,2,2462
26,0,178,86.3,1,2,2345
45,1,173,87.6,2,1,2132
37,0,184,67.3,1,2,2138
40,1,161,77.8,1,1,1784
45,0,160,74.2,1,2,2017
31,0,152,70.3,2,1,1698
19,0,173,69.3,2,1,1879
34,0,182,84.2,2,2,2509
23,0,168,77.1,1,2,2206
52,1,189,93.3,2,1,2254
50,1,152,73.1,1,1,1631
42,1,179,89.9,3,2,2907
52,0,157,79.0,2,2,2211
19,0,182,74.7,2,1,1989
25,1,180,63.1,1,2,2331
57,0,178,79.8,3,2,2525
60,0,181,77.6,1,2,2107
27,1,165,63.8,1,1,1734
20,1,182,93.9,3,1,2576
35,1,160,80.2,1,2,2327
59,0,155,58.5,1,2,1758
60,1,159,74.0,1,1,1633
47,1,188,71.5,1,1,1855
43,1,177,93.4,1,2,2525
38,0,154,63.4,1,2,1906
58,0,172,65.9,3,2,2344
60,1,162,85.0,2,1,1962
49,1,173,85.0,3,1,2286
29,1,162,57.6,3,2,2543
60,0,180,70.0,2,1,1725
52,1,169,64.1,2,1,1837
24,0,150,53.4,1,2,1851
49,0,182,88.3,3,1,2175
38,1,182,81.7,3,1,2364
39,1,176,85.5,2,2,2660
49,1,155,81.1,3,1,2134
29,1,177,80.0,3,1,2361
43,0,187,75.7,3,2,2610
22,1,152,66.8,3,2,2608
57,0,184,80.4,2,1,1869
26,1,157,60.4,2,2,2355
41,1,175,72.5,3,1,2213
42,1,159,77.0,1,2,2253
43,1,166,90.1,1,2,2423
53,1,150,67.4,2,1,1746
24,0,159,65.1,3,1,1924
51,1,158,69.2,3,1,2024
55,0,153,82.9,2,2,2210
25,1,170,71.8,1,2,2355
52,1,179,80.9,3,1,2267
37,1,183,92.6,1,2,2584
41,0,179,89.8,2,2,2511
49,0,165,70.5,2,1,1691
31,1,173,69.0,2,1,2016
30,1,155,66.6,1,2,2184
60,0,181,71.1,1,2,2042
22,1,190,99.1,2,2,2968
24,0,155,74.7,1,1,1595
47,1,184,69.4,3,2,2709
21,0,151,71.2,1,1,1550
23,0,171,62.8,2,2,2281
56,1,168,88.8,3,2,2758
60,1,160,80.6,1,2,2206
44,0,164,85.1,2,2,2356
31,0,171,65.2,2,1,1765
33,1,184,97.1,1,1,2156
30,0,164,74.1,1,2,2116
52,0,182,74.1,2,2,2318
34,0,163,62.0,2,1,1668
37,0,161,65.9,3,1,1880
36,0,182,93.9,1,2,2396
27,1,180,92.0,1,1,2110
58,1,187,84.9,1,2,2427
50,0,168,81.6,2,1,1816
26,1,178,82.7,2,1,2209
40,1,176,94.6,3,2,2946
55,0,177,88.4,1,2,2215
48,1,167,64.6,2,1,1849
22,1,151,54.9,2,1,1782
53,1,181,98.8,3,1,2454
18,1,179,68.7,1,1,1915
50,0,165,88.0,2,1,1861
31,0,181,64.8,3,1,2024
25,1,185,90.7,3,2,3038
27,0,168,85.1,3,1,2166
58,1,185,73.2,1,2,2298
28,1,155,61.9,1,1,1647
35,1,151,62.5,3,1,1993
37,0,177,88.4,1,2,2305
51,0,150,52.9,3,1,1611
24,0,172,89.4,2,2,2549
25,1,156,64.5,1,2,2195
35,0,151,66.5,2,2,2133
36,0,189,86.0,3,1,2261
42,0,160,75.8,1,1,1548
22,0,186,76.7,2,1,2019
36,1,155,63.7,2,1,1825
51,1,178,72.6,1,2,2283
28,0,178,64.8,2,2,2320
48,0,173,88.3,1,2,2224
53,0,171,75.4,3,2,2457
46,0,160,63.2,3,1,1802
36,0,155,54.7,1,2,1835
53,0,160,67.9,3,1,1814
41,0,166,87.1,3,1,2103
60,1,165,75.2,1,2,2183
51,0,163,59.0,1,2,1853
50,1,182,72.0,3,1,2207
45,1,171,84.6,2,2,2589
32,1,183,77.9,3,2,2862
27,0,157,78.0,2,1,1826
48,1,154,66.6,1,1,1588
41,1,190,79.3,3,2,2875
28,1,186,77.1,2,1,2193
58,1,155,55.1,2,2,2129
32,0,154,82.6,3,2,2528
25,1,189,68.6,1,1,1942
30,0,162,66.8,3,2,2430
25,1,177,72.8,2,1,2109
29,1,162,65.4,3,2,2621
56,1,184,74.2,3,1,2212
46,0,157,81.7,1,1,1568
32,0,185,95.1,1,2,2447
42,0,184,83.1,2,2,2471
19,1,159,75.9,3,1,2257
56,1,152,81.0,3,1,2080
29,0,185,69.8,3,2,2609
27,0,171,63.6,2,2,2269
37,0,188,66.8,3,1,2058
33,1,151,81.6,1,1,1794
18,0,172,80.6,1,1,1791
32,0,171,63.1,1,1,1539
35,1,158,76.7,1,1,1779
30,1,167,72.3,2,1,2016
35,1,150,60.9,3,1,1971
18,0,174,74.9,3,1,2146
30,0,151,64.4,3,1,1837
43,0,160,72.8,3,1,1913
27,0,177,72.1,3,1,2092
20,1,153,83.1,3,1,2287
44,0,181,68.0,3,1,1991
22,0,189,91.3,1,2,2484
53,1,179,90.5,2,2,2658
18,0,171,75.3,2,2,2431
55,1,169,74.0,1,2,2221
30,1,186,82.1,1,1,2033
58,0,156,61.0,3,2,2195
35,1,180,74.2,1,1,1892
26,1,150,67.2,2,2,2379
41,1,152,77.2,2,2,2417
49,0,157,57.4,2,1,1510
37,0,184,69.2,3,2,2557
44,1,165,75.4,3,2,2665
27,0,159,57.3,1,2,1931
54,0,180,88.6,1,2,2241
22,0,157,85.0,1,2,2221
19,1,180,73.6,2,2,2666
35,0,184,71.0,3,2,2585
45,1,162,82.3,1,2,2310
54,1,167,76.5,1,1,1738
41,0,174,61.7,1,2,1999
41,0,188,73.3,3,1,2103
38,0,179,82.9,2,2,2457
22,1,159,57.0,2,1,1853
18,0,187,102.2,3,1,2500
46,0,180,77.9,3,2,2574
35,1,163,82.1,2,1,2064
24,0,181,92.0,1,2,2431
39,0,183,67.2,3,2,2520
51,0,183,77.9,1,2,2167
32,1,159,56.3,3,1,1996
51,0,186,69.3,1,1,1600
38,0,176,85.8,1,2,2268
56,0,170,85.0,2,2,2332
30,0,151,78.7,2,1,1780
43,1,160,68.6,3,1,2071
38,1,174,71.7,2,1,2014
31,1,184,81.6,3,2,2911
37,0,184,97.9,3,1,2344
42,1,150,74.5,2,1,1872
22,1,170,69.4,3,1,2246
53,1,180,89.8,2,2,2658
31,0,174,93.9,3,1,2271
50,0,190,78.3,1,2,2220
21,0,172,62.0,1,1,1590
30,0,164,76.0,1,1,1635
48,1,167,90.4,3,1,2307
40,0,186,68.5,3,2,2547
34,0,181,74.7,2,2,2408
24,0,188,98.3,1,1,2038
43,1,156,63.3,3,2,2493
41,0,182,68.1,3,1,2013
27,0,177,74.4,2,2,2415
58,0,154,67.4,3,1,1746
33,1,186,96.5,3,1,2562
23,1,163,79.8,3,1,2301
34,1,157,83.4,2,1,2045
43,1,180,70.2,2,2,2512
46,0,151,64.2,2,1,1555
58,0,177,86.7,3,2,2583
34,1,155,62.5,1,1,1623
52,1,167,77.4,3,1,2157
23,0,156,85.1,3,1,2111
18,1,182,90.3,1,2,2650
26,1,166,83.7,2,1,2144
56,0,161,58.4,3,1,1710
36,1,189,72.6,2,1,2127
31,1,160,66.9,1,1,1714
53,1,159,79.5,2,1,1923
38,1,150,56.1,2,1,1708
43,1,152,71.3,3,2,2548
37,0,184,67.1,3,2,2536
51,1,180,94.9,1,2,2519
42,1,181,63.6,3,2,2657
49,0,189,77.3,1,1,1709
39,1,150,80.4,3,1,2146
53,1,150,73.5,2,2,2307
39,1,176,62.2,2,1,1927
20,0,179,96.0,3,1,2378
52,0,189,68.0,3,1,2001
24,1,179,62.8,3,1,2226
25,1,168,61.2,2,2,2437
45,1,175,90.1,3,1,2369
59,0,154,62.4,2,1,1491
55,1,184,95.6,1,1,2031
20,0,187,69.3,3,2,2661
43,0,151,79.5,2,1,1723
36,1,180,76.0,3,2,2805
51,0,166,85.7,1,2,2139
50,1,165,86.3,2,2,2544
41,0,150,81.4,1,2,2046
21,1,157,75.8,1,2,2334
42,1,174,77.1,1,1,1848
57,1,187,96.6,1,1,2049
51,0,172,84.3,3,2,2563
30,0,164,77.8,2,2,2353
24,1,161,84.7,3,1,2333
35,0,170,91.1,2,2,2498
44,1,160,61.5,2,1,1795
19,0,168,62.7,3,2,2482
53,0,153,71.4,1,2,1905
50,1,184,78.1,3,2,2781
44,1,151,72.1,1,2,2144
45,0,163,61.7,1,1,1410
53,1,159,78.3,3,1,2111
43,0,165,68.8,1,1,1504
31,1,152,70.5,3,2,2600
25,0,167,61.3,3,2,2431
48,0,185,88.1,3,2,2697
46,0,156,85.2,3,2,2497
47,0,173,86.8,3,1,2114
48,0,173,90.9,2,2,2450
47,0,159,59.3,3,2,2251
59,0,154,73.9,1,1,1406
18,1,175,68.8,3,1,2291
31,0,175,78.0,1,1,1718
51,1,167,73.6,2,1,1924
29,1,180,89.5,3,1,2475
18,1,163,75.7,2,1,2085
55,1,189,85.1,1,1,1957
52,0,167,63.5,2,1,1618
30,0,163,75.9,1,1,1627
51,0,167,77.3,1,1,1561
19,1,152,64.1,2,1,1896
20,0,158,63.6,2,2,2223
31,1,152,61.9,2,1,1814
38,0,183,80.6,2,1,1959
34,0,159,67.1,1,2,1994
58,1,183,81.7,2,1,2070
42,1,186,75.2,3,1,2304
35,1,185,98.0,1,1,2161
40,1,174,83.5,2,1,2122
46,0,188,68.4,3,2,2529
49,0,173,61.8,2,2,2154
44,1,154,78.0,1,2,2222
43,1,181,81.5,2,2,2631
40,1,190,96.8,3,1,2555
23,0,171,72.3,3,2,2576
23,1,170,90.3,3,2,2950
43,0,181,76.0,3,1,2076
44,1,156,65.5,1,2,2110
32,1,185,80.5,2,1,2201
59,1,173,67.8,3,1,2064
34,1,166,70.2,2,2,2469
27,0,183,72.8,3,1,2136
53,1,165,61.4,2,1,1780
43,0,188,100.9,3,1,2369
54,1,174,83.3,3,1,2250
35,0,190,82.7,2,1,2039
40,1,170,67.4,1,1,1736
48,1,155,80.4,1,1,1732
34,0,168,61.6,1,2,1996
39,1,190,97.0,1,1,2162
43,1,169,63.0,3,1,2071
41,0,160,69.5,1,2,1990
49,1,151,78.1,1,1,1679
35,0,178,68.0,3,2,2517
42,0,178,85.6,3,1,2158
57,0,156,70.4,1,2,1894
27,1,152,77.1,1,2,2286
34,1,157,63.0,2,1,1841
57,0,161,78.6,3,2,2407
22,1,185,85.9,2,1,2305
40,0,166,86.3,3,1,2100
23,0,167,65.0,3,2,2478
38,0,179,77.2,2,1,1900
36,1,187,66.8,2,1,2056
21,1,182,94.7,2,1,2379
34,1,186,80.3,1,2,2495
58,1,159,76.0,3,2,2563
33,1,151,66.9,1,2,2147
38,1,190,84.6,2,2,2743
40,1,177,96.2,2,1,2268
27,1,158,71.1,2,2,2463
38,0,188,88.4,1,1,1869
38,1,163,62.9,3,2,2557
35,1,172,72.0,3,1,2220
45,1,176,62.9,2,1,1904
40,0,180,71.4,3,2,2539
55,1,186,70.3,1,2,2290
36,1,184,73.5,3,1,2305
48,1,159,73.7,1,1,1690
59,0,187,72.1,2,1,1794
42,1,170,86.3,3,2,2815
39,1,179,74.4,1,1,1867
55,1,155,59.5,3,1,1888
51,0,166,64.3,2,1,1625
52,0,187,102.3,2,1,2131
24,0,161,58.5,3,1,1871
23,0,171,78.8,3,2,2641
55,0,150,54.0,1,1,1202
48,0,154,76.2,2,1,1684
42,1,165,89.2,1,2,2413
60,0,176,95.6,1,1,1756
46,0,163,62.2,2,1,1610
20,1,160,86.4,2,1,2164
45,1,154,73.1,2,1,1868
25,1,179,77.4,3,1,2367
19,0,190,73.0,1,1,1822
50,1,167,84.0,3,1,2233
36,0,164,60.8,1,2,1953
40,0,189,72.1,2,2,2402
18,0,167,60.7,3,1,1960
44,0,150,73.4,3,1,1851
51,0,153,82.5,3,2,2426
49,0,183,99.7,2,1,2095
58,1,184,74.5,3,2,2705
26,0,162,80.8,3,1,2090
29,0,170,70.1,1,1,1618
31,1,172,64.5,1,2,2265
46,1,168,82.4,3,1,2244
43,1,172,85.9,1,1,1919
29,0,170,90.1,2,1,2018
57,0,162,70.8,2,2,2135
53,0,184,83.6,2,1,1921
39,1,182,94.8,1,2,2590
19,1,163,80.3,1,2,2426
30,0,162,74.9,3,2,2511
37,0,171,88.3,2,2,2466
20,0,177,95.2,1,2,2458
46,1,157,56.4,2,1,1715
30,1,165,72.1,2,1,2002
43,1,160,62.5,2,2,2310
28,1,156,75.9,2,2,2494
28,0,173,79.6,1,2,2237
55,0,159,77.2,2,2,2190
36,0,176,81.2,1,1,1732
19,0,186,97.9,1,1,2046
37,1,173,78.5,3,2,2781
50,0,170,84.6,1,1,1658
28,1,163,85.5,1,2,2433
54,0,165,86.0,2,2,2321
31,1,162,58.9,3,2,2546
57,1,152,67.0,1,1,1535
50,1,174,62.7,3,2,2564
23,1,171,90.3,1,2,2556
35,1,173,65.8,2,1,1964
33,0,171,73.1,3,2,2534
56,0,164,69.0,1,2,1935
32,1,175,81.3,2,2,2646
28,0,150,62.5,3,1,1822
41,0,178,70.5,2,2,2312
38,1,164,62.5,1,2,2160
51,1,160,67.4,2,1,1819
26,1,187,79.3,2,1,2231
54,0,184,98.5,1,1,1865
42,1,152,80.5,2,1,1945
24,0,172,88.1,1,2,2336
56,0,165,76.8,3,2,2419
20,0,175,92.9,2,1,2122
40,0,167,88.0,2,1,1923
47,0,187,81.6,1,2,2249
51,1,162,74.3,2,2,2400
58,0,171,82.5,1,1,1603
37,1,167,59.3,2,1,1851
52,1,178,81.8,2,1,2070
36,0,152,68.6,3,1,1856
58,0,190,77.9,2,1,1876
59,0,185,70.0,3,2,2461
38,1,170,90.9,3,2,2881
30,1,171,83.1,3,1,2349
38,1,172,75.2,1,1,1837
42,1,168,91.0,3,2,2850
58,1,184,73.6,2,2,2496
39,0,161,59.4,3,2,2305
19,1,159,55.7,1,2,2155
47,0,155,63.3,2,2,2066
31,0,165,74.1,2,1,1817
46,0,176,64.6,3,2,2416
43,1,169,88.8,1,2,2429
49,0,183,92.2,1,1,1820
41,1,159,67.4,2,2,2362
60,0,171,70.0,3,1,1868
47,1,173,76.1,1,1,1807
54,0,181,89.9,2,1,1960
31,0,160,77.2,2,1,1817
29,0,187,83.9,1,2,2362
55,0,190,80.0,3,2,2612
21,0,180,71.8,2,2,2438
22,0,161,76.4,2,1,1860
32,0,156,75.1,3,2,2466
50,1,161,70.8,2,1,1864
57,1,157,60.5,3,2,2401
34,1,179,97.8,1,2,2626
43,0,171,77.5,1,2,2128
25,1,162,82.4,2,2,2611
19,1,178,83.5,2,2,2752
60,0,174,82.8,1,1,1615
59,1,183,90.8,1,2,2456
24,1,186,82.9,3,2,2971
42,1,169,86.6,1,2,2412
39,0,158,69.2,1,2,1984
24,0,152,66.1,1,2,1991
37,1,179,90.3,2,1,2236
32,1,169,64.9,2,1,1945
33,1,152,56.6,3,1,1951
28,0,179,72.9,1,1,1707
28,1,171,68.7,3,1,2215
36,1,175,87.1,2,1,2184
29,0,167,88.6,3,1,2184
32,0,162,81.3,2,1,1865
45,0,178,85.0,3,2,2637
43,1,187,69.2,3,1,2245
46,1,186,96.1,3,1,2493
55,1,162,65.8,1,1,1595
48,1,173,63.9,3,1,2080
46,0,181,90.1,3,1,2202
35,1,186,79.0,1,1,1977
23,1,152,72.9,2,1,1964
19,0,150,65.5,3,1,1897
29,1,175,71.7,2,1,2065
29,1,171,72.3,2,2,2546
56,0,172,71.6,3,2,2411
46,1,166,63.3,2,2,2340
52,0,166,78.4,2,2,2261
19,1,188,102.2,1,1,2302
34,0,167,91.7,1,1,1790
21,0,156,63.2,1,2,2002
51,1,171,62.1,3,1,2034
28,0,155,61.5,2,2,2143
24,0,184,70.0,3,1,2130
59,0,153,56.6,1,2,1727
28,1,150,70.6,2,1,1903
30,0,167,75.3,3,1,2046
33,0,179,85.5,1,1,1808
44,1,188,101.4,1,2,2669
54,0,187,92.1,1,2,2319
19,0,181,66.1,1,2,2197
19,1,152,54.2,3,2,2497
34,0,173,90.1,1,1,1812
59,1,160,57.3,1,1,1478
33,0,172,79.5,2,2,2405
47,1,161,67.4,2,1,1845
50,1,169,75.0,2,2,2456
56,0,168,61.9,2,1,1589
50,1,174,95.5,1,1,1992
38,1,173,63.6,3,1,2127
52,1,151,81.7,3,2,2600
19,0,155,79.1,3,2,2564
52,1,182,72.0,1,2,2297
49,0,189,76.8,2,1,1904
40,0,188,81.7,2,2,2492
57,1,150,70.8,3,1,1960
45,1,190,101.6,1,2,2678
53,1,184,80.5,2,2,2590
22,1,160,57.9,1,2,2169
18,0,186,92.1,2,2,2693
47,0,175,80.7,3,2,2565
28,0,168,90.3,1,2,2313
59,0,179,91.1,2,2,2434
47,0,167,68.5,1,1,1493
25,1,182,99.0,3,1,2602
44,0,172,67.0,1,2,2025
26,1,189,95.7,3,1,2608
41,1,176,71.1,3,2,2706
39,1,159,70.4,1,2,2202
25,1,189,83.2,1,2,2588
31,0,181,90.8,1,1,1884
45,1,173,66.8,3,2,2624
52,1,181,91.9,1,2,2490
50,0,154,55.4,1,2,1766
33,0,156,76.5,2,1,1775
18,0,170,72.4,2,2,2396
29,1,178,90.5,3,1,2472
31,1,167,78.5,1,2,2373
48,1,150,61.0,2,2,2207
41,0,166,59.8,1,2,1930
39,1,154,76.2,2,1,1929
22,1,170,70.0,2,2,2552
58,0,175,68.8,1,1,1491
44,1,163,69.4,1,2,2192
49,0,181,97.7,1,2,2363
32,0,175,87.1,3,1,2204
56,1,150,66.5,2,1,1722
57,0,176,69.4,1,2,2009
32,0,180,88.9,2,2,2554
20,1,152,76.4,2,1,2014
41,1,188,77.1,1,2,2441
19,0,175,95.8,2,1,2156
39,0,153,76.9,2,1,1730
46,1,160,60.9,3,2,2479
40,0,155,67.9,1,2,1947
34,0,168,88.4,1,2,2264
47,1,164,76.1,1,1,1751
23,0,180,76.8,3,2,2678
45,0,153,60.5,3,1,1736
48,1,180,76.8,3,2,2753
32,0,180,90.6,2,1,2071
40,1,152,61.2,3,1,1962
35,0,163,84.3,2,1,1886
22,0,157,56.0,2,1,1631
49,1,175,81.8,2,2,2566
49,0,164,75.4,3,2,2434
55,0,186,65.2,3,1,1939
20,1,153,77.5,1,1,1831
29,0,183,78.0,2,2,2478
57,0,186,88.0,3,1,2157
60,1,170,92.6,1,1,1888
29,1,173,95.0,3,1,2486
54,1,163,76.2,3,1,2110
38,1,153,83.9,3,2,2705
58,0,179,69.2,3,2,2420
28,1,153,77.1,3,1,2187
57,1,175,84.0,1,2,2348
24,0,151,71.4,2,1,1737
28,0,176,69.1,1,1,1651
34,0,162,86.7,3,2,2609
40,0,173,82.1,3,2,2602
30,1,189,81.5,3,1,2446
30,1,178,97.0,3,2,3032
29,1,185,85.7,3,2,2968
35,1,159,83.2,3,2,2750
23,1,175,74.6,1,2,2424
49,1,185,100.8,3,2,3019
33,0,157,69.1,3,1,1907
50,1,181,67.9,3,2,2660
48,0,190,100.8,3,1,2355
32,1,153,54.0,2,1,1736
45,0,155,80.8,3,1,1951
29,1,159,70.7,1,1,1755
54,0,189,69.5,1,2,2106
38,0,187,99.5,3,2,2873
19,0,184,84.9,2,2,2604
20,0,151,67.9,2,1,1722
43,1,189,95.0,2,2,2816
28,0,181,88.7,1,2,2378
27,1,177,88.9,1,1,2060
28,0,179,89.1,1,2,2369
26,1,172,67.7,3,2,2722
44,0,171,90.5,3,1,2153
50,1,170,65.4,1,1,1666
26,0,166,86.0,1,2,2267
33,1,185,69.8,3,2,2789
32,0,168,74.1,2,1,1831
44,0,164,88.7,3,1,2092
49,1,190,96.2,2,2,2804
54,0,156,75.6,3,1,1861
33,1,153,56.8,2,2,2259
29,0,168,61.3,2,2,2218
41,1,169,67.1,1,2,2222
41,0,178,92.3,1,2,2330
22,0,181,67.9,2,1,1900
42,1,163,81.4,3,1,2222
59,0,177,87.3,3,2,2584
52,0,165,61.6,1,2,1887
35,1,168,70.8,3,1,2183
49,0,170,90.6,3,2,2623
58,1,177,74.8,1,1,1764
27,1,182,70.5,2,1,2107
55,1,160,86.9,2,2,2494
32,1,189,96.7,2,2,2888
56,1,176,79.8,2,2,2518
47,1,175,85.8,3,1,2316
60,0,182,80.4,1,1,1641
50,1,185,81.6,1,2,2422
59,0,169,84.1,1,2,2102
23,0,168,84.8,2,2,2483
45,0,168,73.3,3,1,1958
20,1,156,71.5,2,1,1990
54,0,170,65.1,1,2,1943
45,0,186,67.6,2,2,2313
23,1,153,69.0,1,1,1731
57,1,152,57.3,3,1,1838
48,1,180,64.8,3,1,2133
50,1,174,62.0,2,1,1857
35,0,188,87.5,2,2,2575
39,0,175,61.8,2,1,1716
29,1,154,61.7,3,1,2034
47,1,184,98.6,1,1,2101
32,0,168,79.9,1,1,1689
56,1,184,89.3,2,2,2663
39,0,150,72.2,3,1,1864
27,0,159,58.0,1,2,1938
36,0,187,71.1,1,1,1699
40,1,181,64.6,3,2,2677
29,0,157,57.7,2,1,1613
35,0,151,64.8,2,2,2116
34,1,190,101.9,3,2,3136
33,0,179,72.7,1,2,2180
26,0,163,62.5,2,1,1713
40,1,172,79.6,3,1,2271
46,0,168,59.5,2,2,2115
48,0,172,64.3,1,1,1478
23,0,153,84.1,1,2,2182
58,0,163,71.6,3,2,2344
39,1,150,79.3,1,1,1735
57,0,165,58.4,1,2,1830
33,0,180,82.1,1,2,2281
48,0,156,68.1,2,2,2116
30,1,176,89.2,3,1,2442
22,1,180,90.0,3,1,2515
30,1,180,72.6,2,1,2101
54,1,190,72.1,1,1,1838
56,0,159,84.8,1,1,1561
47,1,183,82.5,3,1,2333
58,1,170,70.2,2,2,2374
22,0,168,71.5,3,2,2555
49,1,150,60.7,3,1,1899
33,0,156,77.1,1,2,2081
34,1,174,69.4,2,1,2011
20,0,171,81.9,2,2,2487
52,0,188,84.0,2,2,2455
60,0,168,77.1,2,1,1721
19,0,175,90.3,3,1,2301
31,0,169,81.1,3,1,2112
51,1,169,69.1,1,1,1692
46,0,173,77.4,2,1,1825
24,1,167,69.9,1,1,1822
60,1,163,71.8,1,2,2136
59,1,181,67.4,3,1,2110
20,1,176,70.6,3,1,2306
23,0,150,63.6,1,2,1958
45,0,183,81.5,3,2,2633
24,1,169,66.4,2,2,2500
54,1,168,89.3,2,2,2573
52,0,184,72.8,1,1,1618
42,1,189,76.1,2,1,2132
21,1,164,83.6,3,2,2856
59,0,153,65.1,1,2,1812
30,1,160,84.1,2,2,2591
35,1,156,80.8,2,1,2008
22,0,161,87.8,3,2,2674
60,0,186,82.7,3,1,2089
19,1,168,63.8,3,2,2693
37,1,190,89.5,3,2,2997
21,1,184,98.6,3,1,2631
27,0,155,61.4,1,2,1947
53,0,187,80.6,3,2,2609
45,0,159,82.3,1,2,2091
21,1,150,61.4,1,1,1646
45,0,173,66.0,1,1,1516
42,0,170,67.8,3,1,1930
48,0,184,79.7,2,2,2407
53,0,166,76.5,1,1,1537
31,0,182,71.5,1,1,1697
46,0,151,76.2,3,2,2375
41,0,151,78.0,3,2,2418
53,1,159,71.8,1,2,2146
50,0,162,88.1,2,1,1843
37,1,158,74.8,2,2,2450
21,1,177,84.6,1,1,2047
27,1,162,80.0,1,2,2377
54,1,156,58.2,3,1,1887
